folder,id,display_name,description,type,units,domain,labels,calculation,commonly_used,forms
Sleep Monitoring/Polysomnography/Signal Quality/SHHS1,hrqual,Quality of the heart rate signal,Sleep Heart Health Study Visit 1 (SHHS1)-Vary from 1 (poorest) to 4 (best) and reflect the proportion of time the signals were useable.,choices,"",sigqual,"","","",shhs1_sleep_data_quality_assessment_and_preliminary_report_form
Sleep Monitoring/Polysomnography/Signal Quality/SHHS1,lgbreath,Polysomnography (PSG) Scoring Notes (Sleep Heart Health Study Visit One (SHHS1)): Periodic Large Breaths,When very large breaths (one or two) occur periodically (mostly on the inductance channels) between runs of fairly normal breaths for a duration of at least 10 minutes.,choices,"",noyes01,kicking;periodic limb movements;non-respiratory arousal,"","",shhs1_psg_scoring_notes_form
Sleep Monitoring/Polysomnography/Signal Quality/SHHS1,lightoff,Lights appropriate?,Sleep Heart Health Study Visit 1 (SHHS1)- 0=  Appropriate/1=  Not Appropriate.  Note that the indication of lights being appropriate or not appropriate relates only to whether the light signal was working and does NOT infer anything about sleep latency or sleep onset variables.  ,choices,"",yesno01,"","","",shhs1_sleep_data_quality_assessment_and_preliminary_report_form
Sleep Monitoring/Polysomnography/Signal Quality/SHHS1,outliercheck1,Polysomnography (PSG) Scoring Notes (Sleep Heart Health Study Visit One (SHHS1)): Extreme Values Found,"",choices,"",noyes01,"","","",shhs1_psg_scoring_notes_form
Sleep Monitoring/Polysomnography/Signal Quality/SHHS1,outliercheck2,Polysomnography (PSG) Scoring Notes (Sleep Heart Health Study Visit One (SHHS1)): Extreme values remain after review,"",choices,"",noyes01,"","","",shhs1_psg_scoring_notes_form
Sleep Monitoring/Polysomnography/Signal Quality/SHHS1,overall_shhs1,Polysomnography (PSG) Quality Assessment (Sleep Heart Health Study Visit One (SHHS1)): Overall signal quality,"Overall study grade as assigned by scorer.  The overall quality grade is based on the quality and duration of EEG, respiratory and oximetry signals. Based on signal quality during recording time. Studies are given a study code varying from outstanding to fair. If interested in studies of the best quality, overall quality scores of Very Good, Excellent and Oustanding can be selected. This code reflects the total duration of useable (artifact free, scorable) signals across channels, weighing those signals most critical for accurate scoring of respiratory events and staging.",choices,"",ovqus2,"","","",shhs1_sleep_data_quality_assessment_and_preliminary_report_form
Sleep Monitoring/Polysomnography/Signal Quality/SHHS1,oximqual,Quality of the oximetry signal,Sleep Heart Health Study Visit One (SHHS1)-Vary from 1 (poorest) to 4 (best) and reflect the proportion of time the signals were useable.,choices,"",sigqual,"","","",shhs1_sleep_data_quality_assessment_and_preliminary_report_form
Sleep Monitoring/Polysomnography/Signal Quality/SHHS1,respscch,Polysomnography (PSG) Scoring Notes (Sleep Heart Health Study Visit One (SHHS1)): Predominant (>=75%) Channel for Scoring Respiratory.  Variable not used for Sleep Heart Health Study Visit 2 (SHHS).,"",choices,"",respch,"","","",shhs1_psg_scoring_notes_form
Sleep Monitoring/Polysomnography/Signal Quality/SHHS1,restan1,Polysomnography (PSG) Scoring Notes (Sleep Heart Health Study Visit One (SHHS1)): Was entire record scored,"",choices,"",noyes01,"","","",shhs1_psg_scoring_notes_form
Sleep Monitoring/Polysomnography/Signal Quality/SHHS1,restan2,Polysomnography (PSG) Scoring Notes (Sleep Heart Health Study Visit One (SHHS1)): Scoring started after sleep onset, indicate when the recording either started or ended in sleep,choices,"",noyes01,"","","",shhs1_psg_scoring_notes_form
Sleep Monitoring/Polysomnography/Signal Quality/SHHS1,restan3,Polysomnography (PSG) Scoring Notes (Sleep Heart Health Study Visit One (SHHS1)): Scoring ended before lights on/awake, indicate when the recording either started or ended in sleep,choices,"",noyes01,"","","",shhs1_psg_scoring_notes_form
Sleep Monitoring/Polysomnography/Signal Quality/SHHS1,restan4,Polysomnography (PSG) Scoring Notes (Sleep Heart Health Study Visit One (SHHS1)): Intervening period bad EEG,"""1: Yes"", this indicates more than 30 minutes of the sleep period had either lost or unscorable EEG data",choices,"",noyes01,"","","",shhs1_psg_scoring_notes_form
Sleep Monitoring/Polysomnography/Signal Quality/SHHS1,restan5,Polysomnography (PSG) Scoring Notes (Sleep Heart Health Study Visit One (SHHS1)): Intervening period bad Resp./Oximetry,"",choices,"",noyes01,"","","",shhs1_psg_scoring_notes_form
Sleep Monitoring/Polysomnography/Signal Quality/SHHS1,sleep_latency,Is the sleep latency reliability?,0:  Unreliable 1:Reliable,choices,"",latencygrade,non-rem;nrem;rem;non-rapid eye movement;rapid eye movement,"","",""
Sleep Monitoring/Polysomnography/Signal Quality/SHHS1,staging1,Polysomnography (PSG) Scoring Notes (Sleep Heart Health Study Visit One (SHHS1)): Study scored with minimal problems,"",choices,"",noyes01,"","","",shhs1_psg_scoring_notes_form
Sleep Monitoring/Polysomnography/Signal Quality/SHHS1,staging2,Polysomnography (PSG) Scoring Notes (Sleep Heart Health Study Visit One (SHHS1)): rapid eye movement sleep (REM)/non-rapid eye movement sleep (NREM) unreliable,"",choices,"",noyes01,non-rem,"","",shhs1_psg_scoring_notes_form
Sleep Monitoring/Polysomnography/Signal Quality/SHHS1,staging3,"Polysomnography (PSG) Scoring Notes (Sleep Heart Health Study Visit One (SHHS1)): Scored Wake, non-rapid eye movement sleep (NREM), rapid eye movement sleep (REM) only","",choices,"",noyes01,non-rem,"","",shhs1_psg_scoring_notes_form
Sleep Monitoring/Polysomnography/Signal Quality/SHHS1,staging4,Polysomnography (PSG) Scoring Notes (Sleep Heart Health Study Visit One (SHHS1)): Arousals Unreliable,"",choices,"",noyes01,"","","",shhs1_psg_scoring_notes_form
Sleep Monitoring/Polysomnography/Signal Quality/SHHS1,staging5,Polysomnography (PSG) Scoring Notes (Sleep Heart Health Study Visit One (SHHS1)): Scored Sleep-Wake only,"When the technical quality of the EEG does not allow distinction between sleep stages, but allows a differentiation between sleep and wake.  The time considered sleep will be marked as Stage 2.  No arousals will be scored for these studies. ",choices,"",noyes01,"","","",shhs1_psg_scoring_notes_form
Sleep Monitoring/Polysomnography/Signal Quality/SHHS1,staging6,Polysomnography (PSG) Scoring Notes (Sleep Heart Health Study Visit One (SHHS1)): Staging 6,"",choices,"",noyes01,"","","",shhs1_psg_scoring_notes_form
Sleep Monitoring/Polysomnography/Signal Quality/SHHS1,staging7,Polysomnography (PSG) Scoring Notes (Sleep Heart Health Study Visit One (SHHS1)): Rapid eye movement sleep (REM) Arousals (only) unreliable,"",choices,"",noyes01,"","","",shhs1_psg_scoring_notes_form
Sleep Monitoring/Polysomnography/Signal Quality/SHHS1,staging8,Polysomnography (PSG) Scoring Notes (Sleep Heart Health Study Visit One (SHHS1)): Wake-Sleep unreliable,"",choices,"",noyes01,"","","",shhs1_psg_scoring_notes_form
Sleep Monitoring/Polysomnography/Signal Quality/SHHS2,alpdel,Polysomnography (PSG) Quality Assessment (Sleep Heart Health Study Visit Two (SHHS2)): Alpha Intrusion ,Scorer observed alpha intrusion on sleep during study.,choices,"",yesnon,"","","",""
Sleep Monitoring/Polysomnography/Signal Quality/SHHS2,apnhyppr,Polysomnography (PSG) Quality Assessment (Sleep Heart Health Study Visit Two (SHHS2)): Apnea/Hypopnea scoring problems,"Due to signal problems, scorer was unable to reliably distinguish between apnea and hypopnea events.  The distinction between apnea and hypopnea was determined to be unreliable.",choices,"",noyes01,"","","",""
Sleep Monitoring/Polysomnography/Signal Quality/SHHS2,aroign,Polysomnography (PSG) Quality Assessment (Sleep Heart Health Study Visit Two (SHHS2)): Arousals Ignored,"Due to problems with EEG signals, arousals were ignored in scoring.",choices,"",noyes01,"","","",""
Sleep Monitoring/Polysomnography/Signal Quality/SHHS2,aropr,Polysomnography (PSG) Quality Assessment (Sleep Heart Health Study Visit Two (SHHS2)): Problems with arousals,Scorer noted that there was a problem scoring arousals.,choices,"",yesnon,"","","",""
Sleep Monitoring/Polysomnography/Signal Quality/SHHS2,arunrel,Polysomnography (PSG) Quality Assessment (Sleep Heart Health Study Visit Two (SHHS2)): Arousals unreliable,"Due to signal problems, scorer was unable to reliably assess arousals.  The scoring of arousals was determined to be unreliable.",choices,"",yesnon,"","","",""
Sleep Monitoring/Polysomnography/Signal Quality/SHHS2,comm,Polysomnography (PSG) Quality Assessment (Sleep Heart Health Study Visit Two (SHHS2)): Signal Quality comments,Scorer comments on signal quality issues observed.,text,"","","","","",""
Sleep Monitoring/Polysomnography/Signal Quality/SHHS2,csbre,Polysomnography (PSG) Quality Assessment (Sleep Heart Health Study Visit Two (SHHS2)): Periodic breathing (10 minutes),Scorer observed periodic breathing for a period of at least 10 minutes during study.,choices,"",yesnon,cheyne stokes;cheyne-stokes;csr,"","",""
Sleep Monitoring/Polysomnography/Signal Quality/SHHS2,lagbreath,Polysomnography (PSG) Quality Assessment (Sleep Heart Health Study Visit Two (SHHS2)): Periodic large breaths,Scorer observed periodic large breaths during study.  When very large breaths (one or two) occur periodically (mostly on the inductance channels) between runs of fairly normal breaths for a duration of at least 10 minutes.,choices,"",yesnon,kicking;periodic limb movements;non-respiratory arousal,"","",""
Sleep Monitoring/Polysomnography/Signal Quality/SHHS2,ligh,Was the light sensor calibrated appropriately?,"Sleep Heart Health Study Visit 2 (SHHS2)- Lights are considered to have been calibrated appropriately if, at any time during the study, there is a clear transition (on recorded lights) from lights on to lights off.  Otherwise, lights are considered not appropriate (including a light channel showing: no change throughout the study, reversed calibration and/or constant fluctuation from on to off throughout the study.)  On studies with clear, but multiple, light transitions ""lights off"" will be marked at the first ""off"" transition that is maintained for at least 30 minutes.  Light calibration will be considered reliable, but sleep latency will be unreliable.  This method will be employed for all studies with the only exception being when onset of sleep occurs prior to the light change, in which ""lights off"" will be set at the onset of sleep.",choices,"",noyes01,"","","",""
Sleep Monitoring/Polysomnography/Signal Quality/SHHS2,losbeg,Polysomnography (PSG) Quality Assessment (Sleep Heart Health Study Visit Two (SHHS2)): Data Lost at beginning of study,Data was lost at the beginning of study due to unscorable signals.  Variable not used for Sleep Heart Health Study Visit 1 (SHHS1),choices,"",yesnon,"","","",""
Sleep Monitoring/Polysomnography/Signal Quality/SHHS2,losdur,Polysomnography (PSG) Quality Assessment (Sleep Heart Health Study Visit Two (SHHS2)): Data Lost during study,Data was lost during the study.,choices,"",yesnon,"","","",""
Sleep Monitoring/Polysomnography/Signal Quality/SHHS2,losend,Polysomnography (PSG) Quality Assessment (Sleep Heart Health Study Visit Two (SHHS2)): Data Lost at end of study,Data was lost at end of study due to unscorable signals.,choices,"",yesnon,"","","",""
Sleep Monitoring/Polysomnography/Signal Quality/SHHS2,maxresou,Polysomnography (PSG) Quality Assessment (Sleep Heart Health Study Visit Two (SHHS2)): Long respiratory events verified,"If a respiratory event greater than 150 seconds in duration was observed, scorer has verified that this value is real.",choices,"",yesnon,"","","",""
Sleep Monitoring/Polysomnography/Signal Quality/SHHS2,otherou,Polysomnography (PSG) Quality Assessment (Sleep Heart Health Study Visit Two (SHHS2)): Other outlier,Scorer observed other outlying values.,choices,"",yesnon,"","","",""
Sleep Monitoring/Polysomnography/Signal Quality/SHHS2,overall_shhs2,Polysomnography (PSG) Quality Assessment (Sleep Heart Health Study Visit Two (SHHS2)): Overall signal quality,"Overall study grade as assigned by scorer.  These codes reflected the total duration of useable (artifact free, scorable) signals during sleep time across channels, weighing those signals most critical for accurate scoring of respiratory events and staging during sleep time.  The Quality Assessment Form for SHHS2 was modified so that the overall quality grade and the signal quality codes were based on signals during sleep time.  Since events were only scored during sleep time this provided a more accurate assessment of signal quality during the actual time or scoring.   This change would only have affected the quality grade of a small number of studies in SHHS1 where there was a significant amount of time awake with very good signals combined with very poor signals that occurred during sleep.   The overall and signal quality grades are comparable between SHHS1 and SHHS2.",choices,"",ovqus2,"","",true,""
Sleep Monitoring/Polysomnography/Signal Quality/SHHS2,period,Polysomnography (PSG) Quality Assessment (Sleep Heart Health Study Visit Two (SHHS2)): Periodic breathing (5 min),Scorer observed periodic breathing for a period of at least 5 minutes during study.,choices,"",yesnon,cheyne stokes;cheyne-stokes;csr,"","",""
Sleep Monitoring/Polysomnography/Signal Quality/SHHS2,posn,Was the position sensor working properly?,Sleep Heart Health Study Visit 2 (SHHS2)- This sensor will be considered to have been calibrated appropriately if changes in position are visualized during the recording.  0=reliable.  No variable available for Sleep Heart Health Study Visit 1 (SHHS1).,choices,"",noyes01,"","","",""
Sleep Monitoring/Polysomnography/Signal Quality/SHHS2,posqual,Quality of the position signal,Sleep Heart Health Study Visit 2 (SHHS2)-These vary from 1 (poorest) to 5 (best) and reflect the proportion of sleep time the signals were useable. ,choices,"",sigqual,"","","",""
Sleep Monitoring/Polysomnography/Signal Quality/SHHS2,quabdo,Quality of the abdominal signal,Sleep Heart Health Study Visit 2 (SHHS2)-These vary from 1 (poorest) to 5 (best) and reflect the proportion of sleep time the signals were useable.  Useable respiratory data is defined as the number of hours that abnormal breaths can be distinguished from normal breaths.,choices,"",sigqual2,abdomen;respiratory belt,"","",""
Sleep Monitoring/Polysomnography/Signal Quality/SHHS2,quair,Quality of the airflow signal,Sleep Heart Health Study Visit 2 (SHHS2)-These vary from 1 (poorest) to 5 (best) and reflect the proportion of sleep time the signals were useable.  Useable respiratory data is defined as the number of hours that abnormal breaths can be distinguished from normal breaths.,choices,"",sigqual2,"","","",""
Sleep Monitoring/Polysomnography/Signal Quality/SHHS2,quchest,Quality of the thoracic signal,Sleep Heart Health Study Visit 2 (SHHS2)-These vary from 1 (poorest) to 5 (best) and reflect the proportion of sleep time the signals were useable.  Useable respiratory data is defined as the number of hours that abnormal breaths can be distinguished from normal breaths.,choices,"",sigqual2,thorax;respiratory belt,"","",""
Sleep Monitoring/Polysomnography/Signal Quality/SHHS2,quchin,Quality of the chin signal,Sleep Heart Health Study Visit 2 (SHHS2)-These vary from 1 (poorest) to 5 (best) and reflect the proportion of sleep time the signals were useable.  EEG/EOG/EMG data are defined by the number of hours that sleep stages can be distinguished from awake.,choices,"",sigqual2,emg,"","",""
Sleep Monitoring/Polysomnography/Signal Quality/SHHS2,queeg1,Quality of the EEG1 signal,Sleep Heart Health Study Visit 2 (SHHS2)-These vary from 1 (poorest) to 5 (best) and reflect the proportion of sleep time the signals were useable.  EEG/EOG/EMG data are defined by the number of hours that sleep stages can be distinguished from awake.,choices,"",sigqual2,"","","",""
Sleep Monitoring/Polysomnography/Signal Quality/SHHS2,queeg2,Quality of the EEG2 signal,Sleep Heart Health Study Visit 2 (SHHS2)-These vary from 1 (poorest) to 5 (best) and reflect the proportion of sleep time the signals were useable.  EEG/EOG/EMG data are defined by the number of hours that sleep stages can be distinguished from awake.,choices,"",sigqual2,"","","",""
Sleep Monitoring/Polysomnography/Signal Quality/SHHS2,queogl,Quality of the EOGL signal,Sleep Heart Health Study Visit 2 (SHHS2)-These vary from 1 (poorest) to 5 (best) and reflect the proportion of sleep time the signals were useable.  EEG/EOG/EMG data are defined by the number of hours that sleep stages can be distinguished from awake.,choices,"",sigqual2,"","","",""
Sleep Monitoring/Polysomnography/Signal Quality/SHHS2,queogr,Quality of the EOGR signal,Sleep Heart Health Study Visit 2 (SHHS2)-These vary from 1 (poorest) to 5 (best) and reflect the proportion of sleep time the signals were useable.  EEG/EOG/EMG data are defined by the number of hours that sleep stages can be distinguished from awake.,choices,"",sigqual2,"","","",""
Sleep Monitoring/Polysomnography/Signal Quality/SHHS2,quhr,Quality of the heart rate signal,Sleep Heart Health Study Visit 2 (SHHS2)-These vary from 1 (poorest) to 5 (best) and reflect the proportion of sleep time the signals were useable.  ,choices,"",sigqual2,ekg;ecg,"","",""
Sleep Monitoring/Polysomnography/Signal Quality/SHHS2,quoxim,Quality of the oximetry signal,Sleep Heart Health Study Visit 2 (SHHS2)-These vary from 1 (poorest) to 5 (best) and reflect the proportion of sleep time the signals were useable.  Useable respiratory data is defined as the number of hours that abnormal breaths can be distinguished from normal breaths.,choices,"",sigqual2,"","","",""
Sleep Monitoring/Polysomnography/Signal Quality/SHHS2,rdi0ou,Polysomnography (PSG) Quality Assessment (Sleep Heart Health Study Visit Two (SHHS2)): Respiratory Disturbance Index (RDI)=0 real,"If Respiratory Disturbance Index (RDI) = 0, scorer has verified that this value is real.",choices,"",yesnon,"","","",""
Sleep Monitoring/Polysomnography/Signal Quality/SHHS2,recafsle,Polysomnography (PSG) Quality Assessment (Sleep Heart Health Study Visit Two (SHHS2)): Data Lost - Recording began after sleep,Data was lost at the beginning of sleep period because recording began after sleep onset.,choices,"",yesnon,"","","",""
Sleep Monitoring/Polysomnography/Signal Quality/SHHS2,recbeaw,Polysomnography (PSG) Quality Assessment (Sleep Heart Health Study Visit Two (SHHS2)): Data Lost - Recording ended before wake,Data was lost at the end of sleep period because recording ended before wake.,choices,"",yesnon,"","","",""
Sleep Monitoring/Polysomnography/Signal Quality/SHHS2,remarunrel,Polysomnography (PSG) Quality Assessment (Sleep Heart Health Study Visit Two (SHHS2)): Arousals unreliable (Rapid eye movement sleep (REM)),"Due to signal problems, scorer was unable to reliably assess arousals in stage rapid eye movement sleep (REM).  The scoring of arousals in stage rapid eye movement sleep (REM) was determined to be unreliable.",choices,"",yesnon,"","","",""
Sleep Monitoring/Polysomnography/Signal Quality/SHHS2,remnrempr,Polysomnography (PSG) Quality Assessment (Sleep Heart Health Study Visit Two (SHHS2)): rapid eye movement sleep (REM)/non-rapid eye movement sleep (NREM) Scoring unreliable,Scorer noted that there was a problem differentiating rapid eye movement sleep (REM) and non-rapid eye movement sleep (NREM).,choices,"",yesnon,non-rem ,"","",""
Sleep Monitoring/Polysomnography/Signal Quality/SHHS2,respevpr,Polysomnography (PSG) Quality Assessment (Sleep Heart Health Study Visit Two (SHHS2)): Respiratory scoring problems,"Due to signal problems, scorer noted that there was a problem scoring respiratory events.",choices,"",noyes01,"","","",""
Sleep Monitoring/Polysomnography/Signal Quality/SHHS2,slewake,Polysomnography (PSG) Quality Assessment (Sleep Heart Health Study Visit Two (SHHS2)): Sleep Wake Scoring,Study was scored sleep/wake rather than with full sleep staging.  This assessment is made by the scorer if there is not sufficient quality on EEG leads to do full R&K scoring.  (0=no (full scoring); 1=yes (sleep/wake only)) Studies scored as sleep wake have all sleep stages scored using a default of Stage 2 and no arousals are scored.  ,choices,"",noyes01,"","","",""
Sleep Monitoring/Polysomnography/Signal Quality/SHHS2,stg1stg2pr,Polysomnography (PSG) Quality Assessment (Sleep Heart Health Study Visit Two (SHHS2)): Stage1/Stage2 Scoring unreliable,Scorer noted that there was a problem differentiating stage 1 and stage 2 sleep.,choices,"",yesnon,non-rem;nrem;non-rapid eye movement sleep,"","",""
Sleep Monitoring/Polysomnography/Signal Quality/SHHS2,stg2stg3pr,Polysomnography (PSG) Quality Assessment (Sleep Heart Health Study Visit Two (SHHS2)): Stage2/Stage3-4 Scoring unreliable,Scorer noted that there was a problem differentiating stage 2 and stage 3/4 sleep.,choices,"",yesnon,non-rem;nrem;non-rapid eye movement sleep;delta sleep,"","",""
Sleep Monitoring/Polysomnography/Signal Quality/SHHS2,unustgou,Polysomnography (PSG) Quality Assessment (Sleep Heart Health Study Visit Two (SHHS2)): Unusual Staging,Scorer observed unusual sleep staging.  This is noted when there is no sleep in any particular stage (eg. no rapid eye movement sleep (REM)).,choices,"",yesnon,non-rem;nrem;non-rapid eye movement,"","",""
Sleep Monitoring/Polysomnography/Signal Quality/SHHS2,wakslepr,Polysomnography (PSG) Quality Assessment (Sleep Heart Health Study Visit Two (SHHS2)): Wake/Sleep Scoring unreliable,Scorer noted that there was a problem differentiating stage wake from stage sleep.,choices,"",yesnon,non-rem;nrem;rem;non-rapid eye movement sleep;rapid eye movement sleep,"","",""
Sleep Monitoring/Polysomnography/Signal Quality,abdodur,Hours of usable abdominal signal,Hours of useable signal are rounded out to the lowest whole integer (e.g. 4.6 hours of useable data = 4). Useable respiratory data is defined as the number of hours that abnormal breaths can be distinguished from normal breaths,numeric,hours,"",respiratory belt;abdomen;hrs,"","",shhs1_sleep_data_quality_assessment_and_preliminary_report_form
Sleep Monitoring/Polysomnography/Signal Quality,abnoreeg,Polysomnography (PSG) Quality Assessment : Abnormal EEG,Scorer observed abnormal EEG during study.,choices,"",yesnon,"","","",shhs1_psg_scoring_notes_form
Sleep Monitoring/Polysomnography/Signal Quality,abnoreye,Polysomnography (PSG) Quality Assessment : Abnormal Eye movements,"Scorer observed abnormal eye movements during study.  Presence of the rhythmical lateral eye movements in Non-REM sleep, or asymmetrical or disconjugate movements. ",choices,"",yesnon,"","","",shhs1_psg_scoring_notes_form
Sleep Monitoring/Polysomnography/Signal Quality,airdur,Hours of usable airflow signal,Hours of useable signal are rounded out to the lowest whole integer (e.g. 4.6 hours of useable data = 4). Useable respiratory data is defined as the number of hours that abnormal breaths can be distinguished from normal breaths,numeric,hours,"",hrs,"","",shhs1_sleep_data_quality_assessment_and_preliminary_report_form
Sleep Monitoring/Polysomnography/Signal Quality,chestdur,Hours of usable thoracic signal,Hours of useable signal are rounded out to the lowest whole integer (e.g. 4.6 hours of useable data = 4). Useable respiratory data is defined as the number of hours that abnormal breaths can be distinguished from normal breaths,numeric,hours,"",thorax;chest;respiratory belt;hrs,"","",shhs1_sleep_data_quality_assessment_and_preliminary_report_form
Sleep Monitoring/Polysomnography/Signal Quality,chindur,Hours of usable chin signal,Useable data for EEG/EOG/EMG data is defined by the number of hours that sleep stages can be distinguished from awake.  Hours of useable signal are rounded out to the lowest whole integer (e.g. 4.6 hours of useable data = 4).    ,numeric,hours,"",emg;hrs,"","",shhs1_sleep_data_quality_assessment_and_preliminary_report_form
Sleep Monitoring/Polysomnography/Signal Quality,eeg1dur,Hours of usable EEG1 signal,Useable data for EEG/EOG/EMG data is defined by the number of hours that sleep stages can be distinguished from awake.  Hours of useable signal are rounded out to the lowest whole integer (e.g. 4.6 hours of useable data = 4).    ,numeric,hours,"",hrs,"","",shhs1_sleep_data_quality_assessment_and_preliminary_report_form
Sleep Monitoring/Polysomnography/Signal Quality,eeg2dur,Hours of usable EEG2 signal,Useable data for EEG/EOG/EMG data is defined by the number of hours that sleep stages can be distinguished from awake.  Hours of useable signal are rounded out to the lowest whole integer (e.g. 4.6 hours of useable data = 4).    ,numeric,hours,"",hrs,"","",shhs1_sleep_data_quality_assessment_and_preliminary_report_form
Sleep Monitoring/Polysomnography/Signal Quality,eogldur,Hours of usable EOGL signal,Useable data for EEG/EOG/EMG data is defined by the number of hours that sleep stages can be distinguished from awake.  Hours of useable signal are rounded out to the lowest whole integer (e.g. 4.6 hours of useable data = 4).    ,numeric,hours,"",hrs,"","",shhs1_sleep_data_quality_assessment_and_preliminary_report_form
Sleep Monitoring/Polysomnography/Signal Quality,eogrdur,Hours of usable EOGR signal,Useable data for EEG/EOG/EMG data is defined by the number of hours that sleep stages can be distinguished from awake.  Hours of useable signal are rounded out to the lowest whole integer (e.g. 4.6 hours of useable data = 4).    ,numeric,hours,"","","","",shhs1_sleep_data_quality_assessment_and_preliminary_report_form
Sleep Monitoring/Polysomnography/Signal Quality,hrdur,Hours of usable heart rate signal,Hours of useable signal are rounded out to the lowest whole integer (e.g. 4.6 hours of useable data = 4).    ,numeric,hours,"",hrs,"","",shhs1_sleep_data_quality_assessment_and_preliminary_report_form
Sleep Monitoring/Polysomnography/Signal Quality,latreliable,Is the sleep latency reliable? (SHHS2),Sleep latency will be considered reliable when a change in lights status (on/off) shows a clear transition (even if reversed- off to on) prior to the onset of sleep.,choices,"",noyes01,sl,"","",shhs1_psg_scoring_notes_form
Sleep Monitoring/Polysomnography/Signal Quality,oximdur,Hours of usable oximetry signal,Hours of useable signal are rounded out to the lowest whole integer (e.g. 4.6 hours of useable data = 4).    ,numeric,hours,"",hrs,"","",shhs1_sleep_data_quality_assessment_and_preliminary_report_form
Sleep Monitoring/Polysomnography/Signal Quality,posdur,Hours of usable position signal,Hours of useable signal are rounded out to the lowest whole integer (e.g. 4.6 hours of useable data = 4).    ,numeric,hours,"",hrs,"","",shhs1_sleep_data_quality_assessment_and_preliminary_report_form
Sleep Monitoring/Polysomnography/Signal Quality,rcrdtime,Total recording time,"Note: Recording time was formatted as an actual clock time, rather than as separate hour and minute variables",time,"","",trt,"","",""
Sleep Monitoring/Polysomnography/Sleep Architecture,hremt1p,Number of shift (sleep stages shift) from REM sleep to stage 1 sleep per hour of sleep from type II polysomnography,"",numeric,stage shifts,"",phrnumsf_srs1_f1t2,"","",""
Sleep Monitoring/Polysomnography/Sleep Architecture,hremt2p,Number of shift (sleep stages shift) from REM sleep to stage 2 sleep per hour of sleep from type II polysomnography,"",numeric,stage shifts,"",phrnumsf_srs2_f1t2,"","",""
Sleep Monitoring/Polysomnography/Sleep Architecture,hremt34p,Number of shift (sleep stages shift) from REM sleep to stage 3/4 sleep per hour of sleep from type II polysomnography,"",numeric,stage shifts,"",phrnumsf_srs3_f1t2,"","",""
Sleep Monitoring/Polysomnography/Sleep Architecture,hslptawp,Number of shift (sleep stages shift) from sleep to awake per hour of sleep from type II polysomnography,"",numeric,stage shifts,"",phrnumsf_spsw_f1t2,"","",""
Sleep Monitoring/Polysomnography/Sleep Architecture,hstg2t1p,Number of shift (sleep stages shift) from stage 2 to stage 1 sleep per hour of sleep from type II polysomnography,"",numeric,stage shifts,"",phrnumsf_s2s1_f1t2,"","",""
Sleep Monitoring/Polysomnography/Sleep Architecture,hstg342p,Number of shift (sleep stages shift) from stage 3/4 to stage 1/2 sleep per hour of sleep from type II polysomnography,"",numeric,stage shifts,"",phrnumsf_s3s1s2_f1t2,"","",""
Sleep Monitoring/Polysomnography/Sleep Architecture,nremepbp,Total duration of sleep in NREM sleep in supine position from type II polysomnography,"",numeric,minutes,"",ttldursp_snpb_f1t2,"","",""
Sleep Monitoring/Polysomnography/Sleep Architecture,nremepop,Total duration of sleep in NREM sleep in non-supine position from type II polysomnography,"",numeric,minutes,"",ttldursp_snpo_f1t2,"","",""
Sleep Monitoring/Polysomnography/Sleep Architecture,nsupinep,Percentage of total sleep duration in non-supine position from type II polysomnography,Percent of sleep time in non-supine body position,numeric,percent,"",pctdursp_po_f1t2,100 * ( remepop + nremepop ) / slpprdp,true,""
Sleep Monitoring/Polysomnography/Sleep Architecture,pcstah3d,Percentage of total sleep duration: (Apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and > 3% oxygen desaturation and with or without arousal) from type II polysomnography,"",numeric,percent,"",pctdursp_ap0uhp3x3u_f1t2,"","",""
Sleep Monitoring/Polysomnography/Sleep Architecture,pcstahar,Percentage of total sleep duration: (Apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and no oxygen desaturation and only with arousal) from type II polysomnography,"",numeric,percent,"",pctdursp_ap0uhp3x0o_f1t2,"","",""
Sleep Monitoring/Polysomnography/Sleep Architecture,pcstahda,Percentage of total sleep duration: (Apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and > 3% oxygen desaturation or with arousal) from type II polysomnography,"",numeric,percent,"",pctdursp_ap0uhp3x3r_f1t2,"","",""
Sleep Monitoring/Polysomnography/Sleep Architecture,pctsa70h,Percent total sleep duration with below 70% oxygen saturation from type II polysomnography,"",numeric,percent,"",pctdursp_salt70_f1t2,"","",""
Sleep Monitoring/Polysomnography/Sleep Architecture,pctsa75h,Percent total sleep duration with below 75% oxygen saturation from type II polysomnography,"",numeric,percent,"",pctlt75;pctdursp_salt75_f1t2,"","",""
Sleep Monitoring/Polysomnography/Sleep Architecture,pctsa80h,Percent total sleep duration with below 80% oxygen saturation from type II polysomnography,"",numeric,percent,"",pctlt80;pctdursp_salt80_f1t2,"","",""
Sleep Monitoring/Polysomnography/Sleep Architecture,pctsa85h,Percent total sleep duration with below 85% oxygen saturation from type II polysomnography,"",numeric,percent,"",pctlt85;pctdursp_salt85_f1t2,"","",""
